City,State,Latitude,Longitude,AverageSalary,Federal Tax,State Tax,FICA,Car Payment,Car Insurance,Healthcare,Distance (miles),Commute Miles,Gas Cost,Net Pay
Fallsburg,NY,41.7343,-74.6112,66467,0,0,0,0,0,0,0,0,0,0
Pennwyn,PA,40.2895,-75.9731,94476,0,0,0,0,0,0,0,0,0,0
Pierre,SD,44.3748,-100.3205,81862,0,0,0,0,0,0,0,0,0,0
Ludlow,MO,39.6541,-93.7025,66907,0,0,0,0,0,0,0,0,0,0
Grimes,CA,39.0741,-121.8988,116730,0,0,0,0,0,0,0,0,0,0
Rockfield,IN,40.6416,-86.5731,106500,0,0,0,0,0,0,0,0,0,0
Los Gatos,CA,37.2304,-121.9562,118249,0,0,0,0,0,0,0,0,0,0
Stedman,NC,35.0114,-78.6996,42925,0,0,0,0,0,0,0,0,0,0
Mantua,OH,41.282,-81.2223,103294,0,0,0,0,0,0,0,0,0,0
Bremen,GA,33.7085,-85.1495,90733,0,0,0,0,0,0,0,0,0,0
Honey Hill,OK,35.7694,-94.5716,111210,0,0,0,0,0,0,0,0,0,0
Porterville,CA,36.0643,-119.0338,59963,0,0,0,0,0,0,0,0,0,0
Leopold,IN,38.1039,-86.5833,61128,0,0,0,0,0,0,0,0,0,0
Dunnellon,FL,29.0572,-82.4289,88700,0,0,0,0,0,0,0,0,0,0
Louisville,AL,31.781,-85.5583,72324,0,0,0,0,0,0,0,0,0,0
Feather Sound,FL,27.9061,-82.6813,53541,0,0,0,0,0,0,0,0,0,0
Douglass,KS,37.5169,-97.0105,86458,0,0,0,0,0,0,0,0,0,0
Harlan,KY,36.8433,-83.3184,71110,0,0,0,0,0,0,0,0,0,0
Rolla,KS,37.1179,-101.6318,50830,0,0,0,0,0,0,0,0,0,0
Whitakers,NC,36.1057,-77.7131,69738,0,0,0,0,0,0,0,0,0,0
Connerville,OK,34.4436,-96.6359,90669,0,0,0,0,0,0,0,0,0,0
Napa,CA,38.2975,-122.301,78413,0,0,0,0,0,0,0,0,0,0
Gays,IL,39.4583,-88.4963,97965,0,0,0,0,0,0,0,0,0,0
Cavour,SD,44.3693,-98.042,97635,0,0,0,0,0,0,0,0,0,0
Cooke City,MT,45.0187,-109.9119,48921,0,0,0,0,0,0,0,0,0,0
Vidalia,GA,32.2125,-82.4019,52625,0,0,0,0,0,0,0,0,0,0
Pelkie,MI,46.8124,-88.6373,98248,0,0,0,0,0,0,0,0,0,0
Dayton,PA,40.8812,-79.2411,71419,0,0,0,0,0,0,0,0,0,0
Bennett,CO,39.7366,-104.4286,78452,0,0,0,0,0,0,0,0,0,0
Hermantown,MN,46.8057,-92.2407,116848,0,0,0,0,0,0,0,0,0,0
Fort Riley,KS,39.1064,-96.8117,101576,0,0,0,0,0,0,0,0,0,0
Dwight,KS,38.8449,-96.5921,110298,0,0,0,0,0,0,0,0,0,0
Strandburg,SD,45.0441,-96.7604,99430,0,0,0,0,0,0,0,0,0,0
Horseshoe Beach,FL,29.4495,-83.2821,91065,0,0,0,0,0,0,0,0,0,0
Mizpah,MN,47.9209,-94.2132,110172,0,0,0,0,0,0,0,0,0,0
Post Falls,ID,47.7213,-116.9384,47083,0,0,0,0,0,0,0,0,0,0
Glen Ridge,FL,26.6714,-80.0751,49593,0,0,0,0,0,0,0,0,0,0
Bowen,IL,40.2321,-91.0633,106735,0,0,0,0,0,0,0,0,0,0
Espy,PA,41.0055,-76.4164,64509,0,0,0,0,0,0,0,0,0,0
Wimbledon,ND,47.1691,-98.4587,99413,0,0,0,0,0,0,0,0,0,0
Marshall,IL,39.3986,-87.69,58256,0,0,0,0,0,0,0,0,0,0
Midway Colony,MT,48.067,-111.9935,50379,0,0,0,0,0,0,0,0,0,0
Hackberry,AZ,35.3401,-113.7256,63434,0,0,0,0,0,0,0,0,0,0
Labadieville,LA,29.8246,-90.9525,90075,0,0,0,0,0,0,0,0,0,0
Riverside,TX,30.8472,-95.3984,77677,0,0,0,0,0,0,0,0,0,0
Grand Forks AFB,ND,47.9557,-97.3913,62485,0,0,0,0,0,0,0,0,0,0
Shiloh,SC,33.9462,-80.0208,47421,0,0,0,0,0,0,0,0,0,0
Perry Park,CO,39.2595,-104.9825,67723,0,0,0,0,0,0,0,0,0,0
Langston,OK,35.9308,-97.2807,54239,0,0,0,0,0,0,0,0,0,0
Addieville,IL,38.3913,-89.4865,87401,0,0,0,0,0,0,0,0,0,0
Harrington,DE,38.9243,-75.5707,53306,0,0,0,0,0,0,0,0,0,0
Tyrone,PA,40.6764,-78.246,51154,0,0,0,0,0,0,0,0,0,0
Camp Verde,AZ,34.569,-111.856,110902,0,0,0,0,0,0,0,0,0,0
Lock Haven,PA,41.1365,-77.4521,74393,0,0,0,0,0,0,0,0,0,0
Grant Park,IL,41.2429,-87.6353,116421,0,0,0,0,0,0,0,0,0,0
Pecan Hill,TX,32.4907,-96.7813,65888,0,0,0,0,0,0,0,0,0,0
Fort Thomas,AZ,33.0222,-109.9665,43794,0,0,0,0,0,0,0,0,0,0
Wilson,AR,35.5661,-90.043,90300,0,0,0,0,0,0,0,0,0,0
Knik River,AK,61.4606,-148.9155,103805,0,0,0,0,0,0,0,0,0,0
Asotin,WA,46.3366,-117.0414,119711,0,0,0,0,0,0,0,0,0,0
Vibbard,MO,39.3854,-94.1455,86939,0,0,0,0,0,0,0,0,0,0
Guion,AR,35.9269,-91.9389,117813,0,0,0,0,0,0,0,0,0,0
Twin Groves,AR,35.3187,-92.4253,102761,0,0,0,0,0,0,0,0,0,0
Poole,KY,37.6392,-87.6447,106436,0,0,0,0,0,0,0,0,0,0
Caribou,CA,40.0767,-121.1609,44436,0,0,0,0,0,0,0,0,0,0
St. Anthony,MN,45.0278,-93.2174,54026,0,0,0,0,0,0,0,0,0,0
Leeper,PA,41.3704,-79.3056,55877,0,0,0,0,0,0,0,0,0,0
Tropical Park,FL,28.3805,-80.7075,84876,0,0,0,0,0,0,0,0,0,0
West Haven,CT,41.2739,-72.9672,70523,0,0,0,0,0,0,0,0,0,0
Ponderay,ID,48.3092,-116.539,70484,0,0,0,0,0,0,0,0,0,0
Crouch Mesa,NM,36.748,-108.0853,87356,0,0,0,0,0,0,0,0,0,0
Dos Palos Y,CA,37.0469,-120.6395,98486,0,0,0,0,0,0,0,0,0,0
Cactus Forest,AZ,32.9578,-111.317,83775,0,0,0,0,0,0,0,0,0,0
Missouri Valley,IA,41.5592,-95.9028,98241,0,0,0,0,0,0,0,0,0,0
Lynnwood-Pricedale,PA,40.1304,-79.8514,70048,0,0,0,0,0,0,0,0,0,0
Leavenworth,KS,39.3239,-94.924,113543,0,0,0,0,0,0,0,0,0,0
Craigmont,ID,46.2422,-116.4728,61912,0,0,0,0,0,0,0,0,0,0
Independence,IN,40.3378,-87.1717,89754,0,0,0,0,0,0,0,0,0,0
Shrewsbury,NJ,40.3249,-74.06,57393,0,0,0,0,0,0,0,0,0,0
Empire,LA,29.4133,-89.6052,103766,0,0,0,0,0,0,0,0,0,0
Centerville,UT,40.9284,-111.8848,93798,0,0,0,0,0,0,0,0,0,0
Sinton,TX,28.0392,-97.5153,86501,0,0,0,0,0,0,0,0,0,0
Loganville,GA,33.8353,-83.8958,116708,0,0,0,0,0,0,0,0,0,0
Snake Creek,OK,36.1786,-95.0937,79767,0,0,0,0,0,0,0,0,0,0
Dellwood,MO,38.7564,-90.2766,101030,0,0,0,0,0,0,0,0,0,0
Winnsboro,SC,34.3718,-81.0907,80088,0,0,0,0,0,0,0,0,0,0
Marion,ND,46.6091,-98.3375,99031,0,0,0,0,0,0,0,0,0,0
Fawn Grove,PA,39.7312,-76.4521,114697,0,0,0,0,0,0,0,0,0,0
La Chuparosa,TX,26.4037,-98.9268,84588,0,0,0,0,0,0,0,0,0,0
Prospect,NC,34.7359,-79.2251,105843,0,0,0,0,0,0,0,0,0,0
La Junta Gardens,CO,38.0014,-103.5549,47506,0,0,0,0,0,0,0,0,0,0
Hawkeye,IA,42.9378,-91.9504,82481,0,0,0,0,0,0,0,0,0,0
Trevorton,PA,40.7841,-76.6711,87249,0,0,0,0,0,0,0,0,0,0
Gallup,NM,35.5182,-108.7431,66035,0,0,0,0,0,0,0,0,0,0
Seabrook Farms,NJ,39.5015,-75.219,99220,0,0,0,0,0,0,0,0,0,0
Dowell,IL,37.9396,-89.2391,85939,0,0,0,0,0,0,0,0,0,0
Oso,WA,48.2836,-121.9238,94598,0,0,0,0,0,0,0,0,0,0
Rhinecliff,NY,41.922,-73.9439,68994,0,0,0,0,0,0,0,0,0,0
Gun Club Estates,FL,26.6753,-80.108,74082,0,0,0,0,0,0,0,0,0,0
Four Corners,MT,45.6697,-111.1785,73541,0,0,0,0,0,0,0,0,0,0
Munford,TN,35.4434,-89.8147,72966,0,0,0,0,0,0,0,0,0,0
East View,WV,39.2691,-80.3051,105510,0,0,0,0,0,0,0,0,0,0
Lupus,MO,38.846,-92.454,61383,0,0,0,0,0,0,0,0,0,0
Jamestown,SC,33.2858,-79.6945,67132,0,0,0,0,0,0,0,0,0,0
Greenhorn,OR,44.7087,-118.4968,110223,0,0,0,0,0,0,0,0,0,0
Flushing,MI,43.0637,-83.8403,105333,0,0,0,0,0,0,0,0,0,0
Buchanan,GA,33.803,-85.1804,47883,0,0,0,0,0,0,0,0,0,0
Boerne,TX,29.7847,-98.7292,66832,0,0,0,0,0,0,0,0,0,0
Woodstock,OH,40.1737,-83.5279,79355,0,0,0,0,0,0,0,0,0,0
New Odanah,WI,46.5986,-90.6509,86875,0,0,0,0,0,0,0,0,0,0
Chesterfield,SC,34.733,-80.0778,47066,0,0,0,0,0,0,0,0,0,0
Beavertown,PA,40.7522,-77.169,116064,0,0,0,0,0,0,0,0,0,0
Velva,ND,48.0582,-100.9329,112009,0,0,0,0,0,0,0,0,0,0
Palestine,IL,39.0016,-87.6125,89986,0,0,0,0,0,0,0,0,0,0
Forestville,OH,39.0711,-84.3389,109267,0,0,0,0,0,0,0,0,0,0
Missouri City,TX,29.563,-95.5365,109172,0,0,0,0,0,0,0,0,0,0
Centerburg,OH,40.3038,-82.6976,76051,0,0,0,0,0,0,0,0,0,0
Ferron,UT,39.0914,-111.1337,102683,0,0,0,0,0,0,0,0,0,0
Blue Ball,PA,40.1157,-76.0517,75249,0,0,0,0,0,0,0,0,0,0
St. Mary's,AK,62.0718,-163.2805,53527,0,0,0,0,0,0,0,0,0,0
Woodlawn Park,OK,35.5096,-97.6499,50884,0,0,0,0,0,0,0,0,0,0
Rayle,GA,33.7902,-82.9031,101110,0,0,0,0,0,0,0,0,0,0
Harkers Island,NC,34.7002,-76.5612,48291,0,0,0,0,0,0,0,0,0,0
Burns,KS,38.0897,-96.8877,69402,0,0,0,0,0,0,0,0,0,0
De Leon,TX,32.1114,-98.5352,106098,0,0,0,0,0,0,0,0,0,0
Caldwell,NJ,40.8389,-74.2776,103400,0,0,0,0,0,0,0,0,0,0
Halaula,HI,20.2233,-155.7739,62003,0,0,0,0,0,0,0,0,0,0
Glasco,NY,42.0454,-73.9477,115720,0,0,0,0,0,0,0,0,0,0
Fairview Park,IN,39.6821,-87.4143,108315,0,0,0,0,0,0,0,0,0,0
Logansport,IN,40.7472,-86.352,67624,0,0,0,0,0,0,0,0,0,0
Gann,OH,40.4692,-82.1913,102023,0,0,0,0,0,0,0,0,0,0
Boxholm,IA,42.1736,-94.1061,116981,0,0,0,0,0,0,0,0,0,0
Ashland,NE,41.0396,-96.3723,118315,0,0,0,0,0,0,0,0,0,0
Fargo,ND,46.8651,-96.8292,42911,0,0,0,0,0,0,0,0,0,0
Houck,AZ,35.2714,-109.2237,46846,0,0,0,0,0,0,0,0,0,0
Manchester,MO,38.583,-90.5064,47345,0,0,0,0,0,0,0,0,0,0
Mount Sterling,OH,39.7134,-83.2735,41645,0,0,0,0,0,0,0,0,0,0
Lacy-Lakeview,TX,31.6292,-97.1052,60746,0,0,0,0,0,0,0,0,0,0
Geronimo,TX,29.6728,-97.9686,61951,0,0,0,0,0,0,0,0,0,0
Claypool,IN,41.1306,-85.8826,118348,0,0,0,0,0,0,0,0,0,0
Watsonville,CA,36.9206,-121.7708,63624,0,0,0,0,0,0,0,0,0,0
Hunting Valley,OH,41.4802,-81.4108,49770,0,0,0,0,0,0,0,0,0,0
Pewee Valley,KY,38.3105,-85.4896,48155,0,0,0,0,0,0,0,0,0,0
Morris,IL,41.3749,-88.4304,48767,0,0,0,0,0,0,0,0,0,0
Durand,MI,42.9127,-83.989,77579,0,0,0,0,0,0,0,0,0,0
Sorento,IL,39.0008,-89.5748,56453,0,0,0,0,0,0,0,0,0,0
Travilah,MD,39.057,-77.247,50808,0,0,0,0,0,0,0,0,0,0
Kennewick,WA,46.1978,-119.1732,90859,0,0,0,0,0,0,0,0,0,0
White Pine,TN,36.1087,-83.297,102137,0,0,0,0,0,0,0,0,0,0
South El Monte,CA,34.0493,-118.0484,58313,0,0,0,0,0,0,0,0,0,0
Melba,ID,43.3726,-116.5322,58722,0,0,0,0,0,0,0,0,0,0
Lakes East,CT,41.3314,-73.4911,64940,0,0,0,0,0,0,0,0,0,0
Fort Lewis,WA,47.0955,-122.5674,48016,0,0,0,0,0,0,0,0,0,0
St. Marie,MT,48.4053,-106.4986,110561,0,0,0,0,0,0,0,0,0,0
Marco Island,FL,25.933,-81.6993,70795,0,0,0,0,0,0,0,0,0,0
Angostura,SD,43.3192,-103.386,85101,0,0,0,0,0,0,0,0,0,0
Springbrook,WI,45.9469,-91.6889,61593,0,0,0,0,0,0,0,0,0,0
Vina,AL,34.3757,-88.0602,73785,0,0,0,0,0,0,0,0,0,0
Narberth,PA,40.0077,-75.2634,70562,0,0,0,0,0,0,0,0,0,0
Austin,NV,39.4976,-117.074,111341,0,0,0,0,0,0,0,0,0,0
Trenton,ND,48.07,-103.8429,98862,0,0,0,0,0,0,0,0,0,0
Moca,PR,18.3943,-67.1138,66639,0,0,0,0,0,0,0,0,0,0
Cashiers,NC,35.1066,-83.0971,66807,0,0,0,0,0,0,0,0,0,0
Council,ID,44.7328,-116.4376,98049,0,0,0,0,0,0,0,0,0,0
Petersburg,MI,41.8993,-83.7136,102969,0,0,0,0,0,0,0,0,0,0
Marshallville,NJ,39.2929,-74.7751,118812,0,0,0,0,0,0,0,0,0,0
Eastwood,LA,32.5607,-93.5625,82942,0,0,0,0,0,0,0,0,0,0
Presquille,LA,29.5586,-90.6385,80148,0,0,0,0,0,0,0,0,0,0
Jeddito,AZ,35.7697,-110.1305,69974,0,0,0,0,0,0,0,0,0,0
Marion,UT,40.681,-111.2773,110780,0,0,0,0,0,0,0,0,0,0
Kivalina,AK,67.733,-164.5212,63279,0,0,0,0,0,0,0,0,0,0
Hyndman,PA,39.8207,-78.7214,59192,0,0,0,0,0,0,0,0,0,0
Vanderbilt,MI,45.1436,-84.6639,69784,0,0,0,0,0,0,0,0,0,0
Hastings,NE,40.5961,-98.39,79310,0,0,0,0,0,0,0,0,0,0
Avery Creek,NC,35.4651,-82.5719,101256,0,0,0,0,0,0,0,0,0,0
Halfway,OR,44.8781,-117.1097,71238,0,0,0,0,0,0,0,0,0,0
Meadow Bridge,WV,37.8613,-80.8561,92443,0,0,0,0,0,0,0,0,0,0
Medora,ND,46.9124,-103.5251,64843,0,0,0,0,0,0,0,0,0,0
Okauchee Lake,WI,43.1256,-88.4385,54549,0,0,0,0,0,0,0,0,0,0
Eagle Lake,FL,27.976,-81.7573,118345,0,0,0,0,0,0,0,0,0,0
Mount Briar,MD,39.4426,-77.6873,52821,0,0,0,0,0,0,0,0,0,0
Suffield Depot,CT,41.9843,-72.6465,96964,0,0,0,0,0,0,0,0,0,0
Grand View,WI,46.368,-91.1036,66515,0,0,0,0,0,0,0,0,0,0
Elaine,AR,34.3087,-90.8533,69652,0,0,0,0,0,0,0,0,0,0
Atlanta,IN,40.2139,-86.027,68317,0,0,0,0,0,0,0,0,0,0
Wetherington,OH,39.3633,-84.3767,80225,0,0,0,0,0,0,0,0,0,0
Sardis,KY,38.5348,-83.9573,94339,0,0,0,0,0,0,0,0,0,0
East Kingston,NY,41.9524,-73.9704,107656,0,0,0,0,0,0,0,0,0,0
Washington Court House,OH,39.5381,-83.4281,40358,0,0,0,0,0,0,0,0,0,0
Danville,PA,40.9615,-76.6121,41779,0,0,0,0,0,0,0,0,0,0
Farmington,MO,37.7822,-90.4282,97326,0,0,0,0,0,0,0,0,0,0
Dix,NE,41.2342,-103.4867,62447,0,0,0,0,0,0,0,0,0,0
Walnut Hill,TN,36.5679,-82.2655,56651,0,0,0,0,0,0,0,0,0,0
Windsor Heights,IA,41.6045,-93.7128,102580,0,0,0,0,0,0,0,0,0,0
Red Bud,IL,38.2096,-89.9989,54692,0,0,0,0,0,0,0,0,0,0
Kieler,WI,42.5823,-90.6051,103654,0,0,0,0,0,0,0,0,0,0
Wise River,MT,45.792,-112.9485,74032,0,0,0,0,0,0,0,0,0,0
Canadian,OK,35.174,-95.6494,108089,0,0,0,0,0,0,0,0,0,0
Banning,CA,33.946,-116.8992,66431,0,0,0,0,0,0,0,0,0,0
Brooks,CA,38.7369,-122.1468,112447,0,0,0,0,0,0,0,0,0,0
Saranap,CA,37.8878,-122.076,93785,0,0,0,0,0,0,0,0,0,0
Hyder,AK,55.9816,-130.0383,80094,0,0,0,0,0,0,0,0,0,0
Delft Colony,CA,36.5137,-119.4465,101934,0,0,0,0,0,0,0,0,0,0
Cerrillos Hoyos,PR,18.0656,-66.5687,119876,0,0,0,0,0,0,0,0,0,0
Whitharral,TX,33.7391,-102.3278,85221,0,0,0,0,0,0,0,0,0,0
Wayne,WV,38.2301,-82.4415,106252,0,0,0,0,0,0,0,0,0,0
Northbrook,OH,39.2467,-84.5796,100030,0,0,0,0,0,0,0,0,0,0
Howe,TX,33.5067,-96.6155,47244,0,0,0,0,0,0,0,0,0,0
Clarkdale,AZ,34.7501,-112.0555,61576,0,0,0,0,0,0,0,0,0,0
Saxonburg,PA,40.7509,-79.815,65511,0,0,0,0,0,0,0,0,0,0
Boonville,MO,38.9587,-92.7472,51984,0,0,0,0,0,0,0,0,0,0
Big Lake,AK,61.526,-149.9721,75233,0,0,0,0,0,0,0,0,0,0
Elmwood Park,IL,41.9225,-87.8163,102438,0,0,0,0,0,0,0,0,0,0
Shillington,PA,40.3029,-75.967,54249,0,0,0,0,0,0,0,0,0,0
Ketchum,OK,36.5251,-95.0341,65793,0,0,0,0,0,0,0,0,0,0
Gainesville,AL,32.8149,-88.1608,81573,0,0,0,0,0,0,0,0,0,0
Mono Vista,CA,38.0123,-120.2697,114554,0,0,0,0,0,0,0,0,0,0
Alamo,ND,48.5824,-103.4676,100916,0,0,0,0,0,0,0,0,0,0
Greenacres,CA,35.3831,-119.1184,62340,0,0,0,0,0,0,0,0,0,0
Rockville,MN,45.4654,-94.3218,61061,0,0,0,0,0,0,0,0,0,0
Amanda,OH,39.6501,-82.7414,45277,0,0,0,0,0,0,0,0,0,0
Rolling Hills,WY,42.9035,-105.8434,91408,0,0,0,0,0,0,0,0,0,0
Pine River,WI,44.1483,-89.0756,97442,0,0,0,0,0,0,0,0,0,0
Helen,GA,34.7046,-83.7214,48922,0,0,0,0,0,0,0,0,0,0
Lecanto,FL,28.8359,-82.488,117606,0,0,0,0,0,0,0,0,0,0
San Juan,TX,26.1903,-98.152,64574,0,0,0,0,0,0,0,0,0,0
Killington Village,VT,43.6505,-72.7851,79685,0,0,0,0,0,0,0,0,0,0
Brothertown,WI,43.9713,-88.3127,99829,0,0,0,0,0,0,0,0,0,0
Foyil,OK,36.4306,-95.5219,77372,0,0,0,0,0,0,0,0,0,0
Port Royal,VA,38.1657,-77.1989,68915,0,0,0,0,0,0,0,0,0,0
Westwood,CA,40.3049,-121.0036,41244,0,0,0,0,0,0,0,0,0,0
Douglas,MI,42.6411,-86.2083,75764,0,0,0,0,0,0,0,0,0,0
Eagleville,TN,35.7391,-86.6528,41908,0,0,0,0,0,0,0,0,0,0
Martinton,IL,40.9153,-87.7264,58535,0,0,0,0,0,0,0,0,0,0
Manhattan,NY,40.7834,-73.9662,81606,0,0,0,0,0,0,0,0,0,0
Falls City,NE,40.0623,-95.5989,51953,0,0,0,0,0,0,0,0,0,0
Gillette,NJ,40.6921,-74.4629,60156,0,0,0,0,0,0,0,0,0,0
Redwood,MS,32.4734,-90.7969,41420,0,0,0,0,0,0,0,0,0,0
Hopkins,MI,42.6251,-85.7633,104042,0,0,0,0,0,0,0,0,0,0
West Charlotte,VT,44.3099,-73.2546,117982,0,0,0,0,0,0,0,0,0,0
Milltown,SD,43.4252,-97.8081,57445,0,0,0,0,0,0,0,0,0,0
Franklin,GA,33.2797,-85.0985,49586,0,0,0,0,0,0,0,0,0,0
Cairnbrook,PA,40.1246,-78.8189,117818,0,0,0,0,0,0,0,0,0,0
Smyrna,SC,35.042,-81.4094,92621,0,0,0,0,0,0,0,0,0,0
Fort Scott,KS,37.8283,-94.7038,45197,0,0,0,0,0,0,0,0,0,0
South Fulton,TN,36.4931,-88.8835,72747,0,0,0,0,0,0,0,0,0,0
Jenkintown,PA,40.0962,-75.1296,54292,0,0,0,0,0,0,0,0,0,0
Vandiver,MO,39.1621,-91.8473,114366,0,0,0,0,0,0,0,0,0,0
Springfield,OH,39.93,-83.7959,65470,0,0,0,0,0,0,0,0,0,0
Allgood,AL,33.9064,-86.5178,114155,0,0,0,0,0,0,0,0,0,0
Rehrersburg,PA,40.4575,-76.2463,76833,0,0,0,0,0,0,0,0,0,0
Piney,AR,34.5024,-93.142,89692,0,0,0,0,0,0,0,0,0,0
Hardtner,KS,37.0144,-98.6492,50988,0,0,0,0,0,0,0,0,0,0
Chandler,TX,32.3065,-95.4781,102182,0,0,0,0,0,0,0,0,0,0
Anadarko,OK,35.065,-98.2443,97786,0,0,0,0,0,0,0,0,0,0
Globe,AZ,33.387,-110.7513,55989,0,0,0,0,0,0,0,0,0,0
Danville,IA,40.8599,-91.3145,90317,0,0,0,0,0,0,0,0,0,0
Hot Springs Landing,NM,33.2047,-107.21,42834,0,0,0,0,0,0,0,0,0,0
Oliver,GA,32.5215,-81.533,55740,0,0,0,0,0,0,0,0,0,0
Pymatuning South,PA,41.5067,-80.4702,119439,0,0,0,0,0,0,0,0,0,0
Estelline,SD,44.5768,-96.9011,59332,0,0,0,0,0,0,0,0,0,0
East Columbia,TX,29.1396,-95.6143,97548,0,0,0,0,0,0,0,0,0,0
Taylor Ferry,OK,35.9391,-95.2989,103925,0,0,0,0,0,0,0,0,0,0
Greenville,OH,40.1043,-84.6209,101240,0,0,0,0,0,0,0,0,0,0
Ogallah,KS,38.9946,-99.7326,50707,0,0,0,0,0,0,0,0,0,0
Howe,OK,34.9496,-94.6403,52872,0,0,0,0,0,0,0,0,0,0
Drakesville,IA,40.7986,-92.4813,64320,0,0,0,0,0,0,0,0,0,0
Connecticut Farms,NJ,40.693,-74.2716,48316,0,0,0,0,0,0,0,0,0,0
Connelsville,MO,40.278,-92.7019,77872,0,0,0,0,0,0,0,0,0,0
Mule Barn,OK,36.217,-96.312,84549,0,0,0,0,0,0,0,0,0,0
Hartford City,WV,38.9978,-81.9905,65110,0,0,0,0,0,0,0,0,0,0
Holcomb,IL,42.0646,-89.097,96848,0,0,0,0,0,0,0,0,0,0
Opp,AL,31.2848,-86.257,96356,0,0,0,0,0,0,0,0,0,0
East Port Orchard,WA,47.5194,-122.6183,40882,0,0,0,0,0,0,0,0,0,0
Willow Grove,TX,31.5591,-97.296,82039,0,0,0,0,0,0,0,0,0,0
Ridgway,CO,38.1573,-107.7545,40094,0,0,0,0,0,0,0,0,0,0
Grambling,LA,32.5275,-92.7124,88353,0,0,0,0,0,0,0,0,0,0
Vincentown,NJ,39.9367,-74.7519,117303,0,0,0,0,0,0,0,0,0,0
Lake City,SD,45.7248,-97.4139,111406,0,0,0,0,0,0,0,0,0,0
Watkinsville,GA,33.861,-83.4072,50839,0,0,0,0,0,0,0,0,0,0
Ronco,PA,39.8686,-79.9211,71914,0,0,0,0,0,0,0,0,0,0
Kim,CO,37.247,-103.3534,60924,0,0,0,0,0,0,0,0,0,0
Haines City,FL,28.1102,-81.6157,43093,0,0,0,0,0,0,0,0,0,0
Washington Crossing,NJ,40.296,-74.8615,64490,0,0,0,0,0,0,0,0,0,0
Hale Center,TX,34.0661,-101.8463,97589,0,0,0,0,0,0,0,0,0,0
Forestville,PA,41.1046,-80.0042,112940,0,0,0,0,0,0,0,0,0,0
Carolina,PR,18.4054,-65.9792,48716,0,0,0,0,0,0,0,0,0,0
Gretna,LA,29.9101,-90.0515,69139,0,0,0,0,0,0,0,0,0,0
Hunters Creek,FL,28.361,-81.4358,89723,0,0,0,0,0,0,0,0,0,0
Sylvia,KS,37.9589,-98.4085,98451,0,0,0,0,0,0,0,0,0,0
Panola,AL,32.9477,-88.2674,112232,0,0,0,0,0,0,0,0,0,0
Myrtle Creek,OR,43.0227,-123.2812,84484,0,0,0,0,0,0,0,0,0,0
Hanaford,IL,37.958,-88.8356,81132,0,0,0,0,0,0,0,0,0,0
Takoma Park,MD,38.981,-77.0028,97828,0,0,0,0,0,0,0,0,0,0
Myers Corner,NY,41.5864,-73.8793,61869,0,0,0,0,0,0,0,0,0,0
Elsmere,DE,39.7384,-75.5946,45596,0,0,0,0,0,0,0,0,0,0
Mason City,NE,41.2222,-99.2988,117692,0,0,0,0,0,0,0,0,0,0
Gilbert,IA,42.1062,-93.6461,102059,0,0,0,0,0,0,0,0,0,0
Sumner,OK,36.3182,-97.1179,108415,0,0,0,0,0,0,0,0,0,0
Beaver,WV,37.7356,-81.15,110511,0,0,0,0,0,0,0,0,0,0
Neihart,MT,46.9352,-110.736,111067,0,0,0,0,0,0,0,0,0,0
Strathmere,NJ,39.1944,-74.6618,49657,0,0,0,0,0,0,0,0,0,0
Dowelltown,TN,36.0125,-85.9426,115877,0,0,0,0,0,0,0,0,0,0
Lee Center,IL,41.7503,-89.2762,73264,0,0,0,0,0,0,0,0,0,0
Painted Post,NY,42.1634,-77.0925,105642,0,0,0,0,0,0,0,0,0,0
Northwest Stanwood,WA,48.2624,-122.3501,70897,0,0,0,0,0,0,0,0,0,0
Granbury,TX,32.4475,-97.7702,62318,0,0,0,0,0,0,0,0,0,0
Smiley,TX,29.2713,-97.6376,82898,0,0,0,0,0,0,0,0,0,0
Interlaken,NJ,40.235,-74.0166,91730,0,0,0,0,0,0,0,0,0,0
Kettle River,MN,46.4862,-92.8776,76195,0,0,0,0,0,0,0,0,0,0
Limestone,FL,27.3673,-81.9048,64613,0,0,0,0,0,0,0,0,0,0
Shelby,MI,43.6114,-86.3648,107342,0,0,0,0,0,0,0,0,0,0
Carlisle,PA,40.2,-77.2034,68380,0,0,0,0,0,0,0,0,0,0
Pelahatchie,MS,32.3148,-89.8083,93276,0,0,0,0,0,0,0,0,0,0
Chain of Rocks,MO,38.9155,-90.802,103503,0,0,0,0,0,0,0,0,0,0
Carrollton,TX,32.989,-96.8999,71024,0,0,0,0,0,0,0,0,0,0
Glennallen,AK,62.1278,-145.7693,60319,0,0,0,0,0,0,0,0,0,0
Big Creek,WV,38.0054,-82.0361,61340,0,0,0,0,0,0,0,0,0,0
Cedar Point,KS,38.26,-96.8225,61983,0,0,0,0,0,0,0,0,0,0
Fayette,IA,42.8417,-91.8038,68514,0,0,0,0,0,0,0,0,0,0
Jamestown,TN,36.4319,-84.9341,88348,0,0,0,0,0,0,0,0,0,0
Morningside,SD,44.3663,-98.1836,114864,0,0,0,0,0,0,0,0,0,0
"Islamorada, Village of Islands",FL,24.9407,-80.6098,115609,0,0,0,0,0,0,0,0,0,0
Williamstown,PA,40.5809,-76.617,97520,0,0,0,0,0,0,0,0,0,0
Glenshaw,PA,40.5391,-79.9735,97980,0,0,0,0,0,0,0,0,0,0
